Name,BSE Code,NSE Code
String Metaverse,534535,
Studds Accessor.,544599,STUDDS
Studio LSD,,STUDIOLSD
Sturdy Industrie,530611,
Stylam Industrie,526951,STYLAMIND
Styrenix Perfor.,506222,STYRENIX
Suba Hotels,,SUBAHOTELS
Subam Papers,544267,
Subex,532348,SUBEXLTD
Subhash Silk,530231,
Subros,517168,SUBROS
Sudal Industries,506003,
Sudarshan Chem.,506655,SUDARSCHEM
Sudarshan Pharma,543828,
Sudeep Pharma,544619,SUDEEPPHRM
Suditi Industrie,521113,
Sugal & Damani,511654,
Sugs Lloyd,544501,
Sujala Trading &,539117,
Sukhjit Starch,524542,SUKHJITS
Sula Vineyards,543711,SULA
Sulabh Engineers,508969,
Sumedha Fiscal,530419,
Sumeet Industrie,514211,SUMEETINDS
Sumeru Industrie,530445,
Sumit Woods,,SUMIT
Sumitomo Chemi.,542920,SUMICHEM
Summit Securitie,533306,SUMMITSEC
Sumuka Agro,532070,
Sun Pharma.Inds.,524715,SUNPHARMA
Sun Retail,542025,
Sun TV Network,532733,SUNTV
Suncare Traders,539526,
Suncity Synth.,530795,
Sundaram Brake,590072,SUNDRMBRAK
Sundaram Clayton,544066,SUNCLAY
Sundaram Finance,590071,SUNDARMFIN
Sundaram Multi.,533166,SUNDARAM
Sundram Fasten.,500403,SUNDRMFAST
Sundrop Brands,500215,SUNDROP
Sunflag Iron,500404,SUNFLAG
Sungarner Energ.,,SEL
Sungold Capital,531433,
Sunil Agro Foods,530953,
Sunil Healthcare,537253,
Sunil Industries,521232,
Sunita Tools Ltd,544001,
Sunlite Recycli.,,SUNLITE
Sunraj Diamond,523425,
Sunrakshakk Inds,539300,
Sunrest Lifescie,,SUNREST
Sunrise Efficie.,543515,
Sunshield Chem.,530845,
Sunshine Capital,539574,
Sunsky Logistics,544566,
Suntech Infra.,,SUNTECH
Sunteck Realty,512179,SUNTECK
Super Bakers (I),530735,
Super Crop Safe,530883,
Super Fine Knit.,540269,
Super Iron,544381,
Super Sales Ind.,512527,
Super Spinning,521180,SUPERSPIN
Super Tannery,523842,
Superhouse Ltd,523283,SUPERHOUSE
Superior Finleas,539835,
Superior Indus.,519234,
Supershakti Met.,541701,
Supertech EV,544428,
Supertex Inds.,526133,
Supra Pacific,540168,
Supra Trends,511539,
Suprajit Engg.,532509,SUPRAJIT
Supreme Engg.,,SUPREMEENG
Supreme Facility,,SFML
Supreme Holdings,530677,SUPREME
Supreme Inds.,509930,SUPREMEIND
Supreme Infra.,532904,SUPREMEINF
Supreme Petroch.,500405,SPLPETRO
Supreme Power,,SUPREMEPWR
Supriya Lifesci.,543434,SUPRIYA
Suraj,531638,SURAJLTD
Suraj Estate,544054,SURAJEST
Suraj Industries,526211,
Suraj Products,518075,
Suraksha Diagno.,544293,SURAKSHA
Surana Solar,533298,SURANASOL
Surana Telecom,517530,SURANAT&P
Surani Steel Tub,,SURANI
Surat Trade,530185,
Suratwwala Busi.,543218,SBGLP
Surbhi Industrie,514260,
Surya Roshni,500336,SURYAROSNI
Suryaamba Spinni,533101,
Suryalak. Cott.,521200,SURYALAXMI
Suryalata Spg.,514138,
Suryavanshi Spg.,514140,
Suryo Foods,519604,
Suryoday Small,543279,SURYODAY
Sustainable Ener,,SEITINVIT
Sutlej Textiles,532782,SUTLEJTEX
Suumaya Corp.,543274,
Suumaya Indust.,,SUULD
Suven Life Scie.,530239,SUVEN
Suvidha Infra.,531640,
Suvidhaa Info.,543281,SUVIDHAA
Suyog Gurbaxani,543391,
Suyog Telematics,537259,SUYOG
Suzlon Energy,532667,SUZLON
Svam Software,523722,
Svaraj Trading,503624,
Svarnim Trade Ud,539911,
SVC Industries,524488,
SVP Global,505590,SVPGLOB
SVS Ventures,543745,
SW Investments,503659,
Swadeshi Inds,506863,
Swadeshi Polytex,503816,
Swadha Nature,531039,
Swagtam Trading,539406,
Swan Corp,503310,SWANCORP
Swan Defence,533107,SWANDEF
Swaraj Engines,500407,SWARAJENG
Swaraj Suiting,,SWARAJ
Swarna Securitie,531003,
SwarnsaritaJewel,526365,
Swashthik Plas.,544035,
Swasth Foodtech,544368,
Swasti Vin. Art,512257,
Swasti Vinayaka,510245,
Swastik Pipe,,SWASTIK
Swastika Castal,544452,
Swastika Investm,530585,
Swati Projects,543914,
Swelect Energy,532051,SWELECTES
Swiggy,544285,SWIGGY
Swiss Military,523558,
Switching Tech.,517201,
Swojas Foods,530217,
Sybly Industries,531499,
Sylph Techno,511447,
Sylvan Plyboard,,SYLVANPLY
Symbiox Investme,539278,
Symphony,517385,SYMPHONY
Syncom Formul.,524470,SYNCOMF
Synergy Green,541929,SGIL
Syngene Intl.,539268,SYNGENE
Synoptics Techno,,SYNOPTICS
Synthiko Foils,513307,
Syrma SGS Tech.,543573,SYRMA
Syschem (India),531173,
Systango Tech,,SYSTANGO
Systematic Inds.,544541,
Systematix Corp.,526506,SYSTMTXC
Systematix Sec.,531432,
T & I Global,522294,
T B Z,534369,TBZ
T N Merc. Bank,543596,TMB
T N Newsprint,531426,TNPL
T N Petro Prod.,500777,TNPETRO
T N Steel Tubes,513540,
T N Telecom.,523419,TNTELE
T R I L,532928,TARIL
T T,514142,TTL
T. Spiritual,532444,
T.V. Today Netw.,532515,TVTODAY
TAAL Enterprises,539956,
TAC Infosec,,TAC
Tacent Projects,531887,
Tahmar Enterp.,516032,
Tai Industries,519483,
Tainwala Chem.,507785,TAINWALCHM
TajGVK Hotels,532390,TAJGVK
Take Solutions,532890,TAKE
Takyon Networks,544471,
Talbros Auto.,505160,TALBROAUTO
Talbros Engg.,538987,
Tamboli Industri,533170,
Taneja Aerospace,522229,
Tanfac Inds.,506854,
Tankup Engi.,,TANKUP
Tanla Platforms,532790,TANLA
Tanvi Foods,540332,
Taparia Tools,505685,
Tapi Fruit,,TAPIFRUIT
Tara Chand Infra,,TARACHAND
Tarai Foods,519285,
Tarapur Trans,533203,TARAPUR
TARC Ltd,543249,TARC
Tarini Internat.,538496,
Tarmat,532869,TARMAT
Tarsons Products,543399,TARSONS
Tasty Bite Eat.,519091,TASTYBITE
Tasty Dairy,540955,
Tata Capital,544574,TATACAP
Tata Chemicals,500770,TATACHEM
Tata Comm,500483,TATACOMM
Tata Consumer,500800,TATACONSUM
Tata Elxsi,500408,TATAELXSI
Tata Inv.Corpn.,501301,TATAINVEST
Tata Motors,544569,TMCV
Tata Motors PVeh,500570,TMPV
Tata Power Co.,500400,TATAPOWER
Tata Steel,500470,TATASTEEL
Tata Technolog.,544028,TATATECH
Tata Tele. Mah.,532371,TTML
Tatia Global,521228,
Tatva Chintan,543321,TATVA
Taurian MPS,,TAURIAN
Tavernier Res.,531190,
Taylormade Renew,541228,
TBI Corn,,TBI
TBO Tek,544174,TBOTEK
TCC Concept,512038,
TCFC Finance,532284,
TCI Express,540212,TCIEXP
TCI Finance,501242,TCIFINANCE
TCI Industries,532262,
TCM,524156,
TCPL Packaging,523301,TCPLPACK
TCS,532540,TCS
TD Power Systems,533553,TDPOWERSYS
Team India Guar.,511559,TEAMGTY
Team Lease Serv.,539658,TEAMLEASE
Team24 Consumer,500458,
Teamo Production,533048,TPHQ
Tech Mahindra,532755,TECHM
TechD Cybersec.,,TECHD
Techera Enginee.,,TECHERA
Techknowgreen,543991,
Technichem Org.,544327,
Techno Elec.Engg,542141,TECHNOE
Technocraf.Inds.,532804,TIIL
Technojet Cons.,509917,
Technopack Poly.,543656,
Technvision Ven.,501421,
TECIL Chemical,506680,TECILCHEM
Teerth Gopicon,,TGL
Teesta Agro Ind.,524204,
Tega Inds.,543413,TEGA
Tejas Cargo,,TEJASCARGO
Tejas Networks,540595,TEJASNET
Tejassvi Aaharam,531628,
Tejnaksh Health.,539428,
TeleCanor Global,530595,
Telge Projects,544544,
Telogica,532975,
Tembo Global,,TEMBO
Tenneco Clean,544612,TENNIND
Tera Software,533982,TERASOFT
Terai Tea Co,530533,
Texel Industries,526638,
Texmaco Infrast.,505400,TEXINFRA
Texmaco Rail,533326,TEXRAIL
Texmo Pipes,533164,TEXMOPIPES
TGB Banquets,532845,TGBHOTELS
TGIF Agribusines,544175,
TGV Sraac,507753,
Thaai,,TCL
Thacker & Co.,509945,
Thakkers Develp.,526654,
Thakral Services,509015,
Thangamayil Jew.,533158,THANGAMAYL
The Anup Enginee,542460,ANUP
The Bombay Burmah,501425,BBTC
The Byke Hospi.,531373,BYKE
The Hi-Tech Gear,522073,HITECHGEAR
The Invest.Trust,530023,THEINVEST
The Ramco Cement,500260,RAMCOCEM
The Ravalgaon,507300,
Thejo Engg.,,THEJO
Themis Medicare,530199,THEMISMED
Thermax,500411,THERMAX
Thinking Hats,,THESL
Thinkink Picture,539310,
Thirani Projects,538464,
Thirumalai Chem.,500412,TIRUMALCHM
Thomas Cook (I),500413,THOMASCOOK
Thomas Scott,533941,THOMASCOTT
Three M Paper,544214,
Thrive Future Habitats,523120,
Thyrocare Tech.,539871,THYROCARE
Tiaan Consumer,540108,
Tierra Agrotech,543531,
Tiger Logistics,536264,TIGERLOGS
Tijaria Polypipe,533629,TIJARIA
TIL,505196,TIL
Tilak Ventures,503663,
Tilaknagar Inds.,507205,TI
Time Technoplast,532856,TIMETECHNO
Times Green Ener,543310,
Timescan Logist.,,TIMESCAN
Timex Group,500414,
Timken India,522113,TIMKEN
Tinna Rubber,530475,TINNARUBR
Tips Films,543614,TIPSFILMS
Tips Music,532375,TIPSMUSIC
Tirth Plastic,526675,
Tirupati Foam,540904,
Tirupati Forge,,TIRUPATIFL
Tirupati Sarjan,531814,
Tirupati Starch,524582,
Tirupati Tyres,539040,
Titaanium Ten,539985,
Titagarh Rail,532966,TITAGARH
Titan Biotech,524717,
Titan Company,500114,TITAN
Titan Intech,521005,
Titan Securities,530045,
TMT (I),522171,
Tokyo Finance,531644,
Tokyo Plast Intl,500418,TOKYOPLAST
Tolins Tyres,544254,TOLINS
Tomorrow Tech.,512018,
Torrent Pharma.,500420,TORNTPHARM
Torrent Power,532779,TORNTPOWER
Toss The Coin,544303,
Total Transport,,TOTAL
Touchwood Enter.,,TOUCHWOOD
Tour. Fin. Corp.,526650,TFCILTD
Toyam Sports,538607,
TPI India,500421,
TPL Plastech,526582,TPLPLASTEH
Tracxn Technolo.,543638,TRACXN
Trade-Wings,509953,
Tradewell Hold,531203,
Trans Freight,513063,
Trans India,523752,
Transchem,500422,
Transcorp Intl.,532410,
Transgene Biotek,526139,
Transglobe Foods,519367,
TransIndia Real,543955,TREL
Transpact Enter.,542765,
Transpek Inds.,506687,
Transport Corp.,532349,TCI
Transrail Light,544317,TRANSRAILL
Transteel Seatin,,TRANSTEEL
Transvoy Logist.,543754,
Transwar.Fin.,532812,TFL
Transwind Infra.,,TRANSWIND
Transworld Shipp,520151,TRANSWORLD
Tranway21 Tech.,542923,
Travel Food,544443,TRAVELFOOD
Travels & Rent.,544242,
Tree House Edu.,533540,TREEHOUSE
Trejhara Solutio,542233,TREJHARA
Trent,500251,TRENT
Trescon,532159,
TRF,505854,TRF
Tricom Fruit,531716,
Trident,521064,TRIDENT
Trident Lifeline,543616,
Trident Techlabs,,TECHLABS
Trident Texofab,540726,
Tridev Infra.,531568,
Tridhya Tech,,TRIDHYA
Trigyn Techno.,517562,TRIGYN
Triliance Poly,509046,
Trinity League,531846,
Trio Merc. Trad.,534755,
Trishakti Indus,531279,
Triton Corp.,523387,
Triton Valves,505978,
Triumph Intl.,532131,
Triven.Engg.Ind.,532356,TRIVENI
Triveni Enterpri,538569,
Triveni Glass,502281,
Triveni Turbine,533655,TRITURBINE
Trom Industries,,TROM
TruAlt Bioenergy,544545,TRUALT
TruCap Finance,540268,TRU
True Colors,544531,
True Green,533407,
Trust Fintech,,TRUST
Trustedgecapital,532056,
Trustwave,508963,
TSC India,,TSC
Tsf Investments,,TSFINV
TTI Enterprise,538597,
TTK Healthcare,507747,TTKHLTCARE
TTK Prestige,517506,TTKPRESTIG
Tube Investments,540762,TIINDIA
Tulasee Bio-Eth.,524514,
Tulive Developer,505285,
Tulsyan NEC,513629,
Tuni Text. Mills,531411,
Tunwal E-Motors,,TUNWAL
Tusaldah,531301,
Tuticorin Alkali,506808,
TV Vision,540083,TVVISION
TVS Elec.,532513,TVSELECT
TVS Holdings,520056,TVSHLTD
TVS Infra. Trust,,TVSINVIT
TVS Motor Co.,532343,TVSMOTOR
TVS Srichakra,509243,TVSSRICHAK
TVS Supply,543965,TVSSCS
Twamev Constr.,532738,TICL
Tyche Industries,532384,
Typhoon Fin Ser,539468,
Tyroon Tea Co.,526945,
U P Hotels,509960,
U. H. Zaveri,541338,
U. Y. Fincorp,530579,UYFINCORP
Ucal,500464,UCAL
UCO Bank,532505,UCOBANK
Uday Jewellery,539518,
Udayshivakumar,543861,USK
Uflex,500148,UFLEX
UFO Moviez,539141,UFO
Ugar Sugar Works,530363,UGARSUGAR
Ugro Capital,511742,UGROCAP
Ujaas Energy,533644,UEL
Ujjivan Small,542904,UJJIVANSFB
Ultra Wiring,,UWCSL
Ultracab India,538706,
Ultramarine Pig.,506685,
UltraTech Cem.,532538,ULTRACEMCO
Uma Converter,,UMA
Uma Exports,543513,UMAEXPORTS
Umiya Buildcon,532376,UMIYA-MRO
Umiya Mobile,544464,
Umiya Tubes,539798,
Uni Abex Alloy,504605,
Unichem Labs.,506690,UNICHEMLAB
Unick Fix-A-Form,541503,
Unicommerce,544227,UNIECOM
Unified Data,544406,
Unifinz Capital,541358,
Unihealth Hosp,,UNIHEALTH
Uniinfo Telecom,,UNIINFO
Unilex Colour &C,,UNILEX
Unimech Aero.,544322,UNIMECH
Union Bank (I),532477,UNIONBANK
Union Qual. Pla.,526799,
Uniparts India,543689,UNIPARTS
Uniphos Enter.,500429,UNIENTER
Unipro Technolgy,540189,
Unique Organics,530997,
Uniroyal Ind,521226,
Uniroyal Marine,526113,
Unisem Agritech,544648,
Unishire Urban,537582,
Unison Metals,538610,
Unitech,507878,UNITECH
Unitech Internat,531867,
United Breweries,532478,UBL
United Cotfab,544195,
United Credit,531091,
United Drilling,522014,UNIDT
United Foodbrands,543283,UFBL
United Heat,,UHTL
United Interacti,502893,
United Leasing,507808,
United Nilgiri,,UNITEDTEA
United Polyfab,,UNITEDPOLY
United Spirits,532432,UNITDSPR
United Textiles,521188,
United Van Der,522091,
Univa Foods,526683,UNIVAFOODS
Univastu India,,UNIVASTU
Universal Arts,532378,
Universal Auto.,539314,
Universal Cables,504212,UNIVCABLES
Universal Office,523519,
Universal Starch,524408,
Universus Photo,542933,UNIVPHOTO
Unjha Formul.,531762,
Uno Minda,532539,UNOMINDA
Updater Services,543996,UDS
UPL,512070,UPL
Upsurge Invest.,531390,
Upsurge Seeds,,USASEEDS
UR Sugar,539097,
Uravi Defence &,543930,URAVIDEF
Urban Company,544515,URBANCO
Urban Enviro,,URBAN
Urja Global,526987,URJA
USG Tech,532402,
Usha Financial,,USHAFIN
Usha Mart. Edu.,532398,UMESLTD
Usha Martin,517146,USHAMART
Ushakiran Fin.,511507,
Ushanti Colour,,UCL
UTI AMC,543238,UTIAMC
Utique Enterp.,500014,
Utkarsh Small F.,543942,UTKARSHBNK
UTL Industries,500426,
Utssav CZ Gold,,UTSSAV
Uttam Sug.Mills,532729,UTTAMSUGAR
UVS Hospitality,531652,
V B Desai Fin.,511110,
V B Industries,539123,
V I P Inds.,507880,VIPIND
V R Films & Stud,542654,
V R Infraspace,,VR
V R Woodart,523888,
V-Guard Industri,532953,VGUARD
V-Marc India,,VMARCIND
V-Mart Retail,534976,VMART
V.L.Infraproject,,VLINFRA
V2 Retail,532867,V2RETAIL
Va Tech Wabag,533269,WABAG
Vaarad Ventures,532320,
Vadilal Enterp.,519152,
Vadilal Inds.,519156,VADILALIND
Vadivarhe Speci.,,VSCL
Vaghani Techno,531676,
Vaibhav Global,532156,VAIBHAVGBL
Vaidya Sane,,MADHAVBAUG
Vaishali Pharma,,VAISHALI
Vaishno Cement,526941,
Vakrangee,511431,VAKRANGEE
Valencia India,544433,
Valencia Nutrit.,542910,
Valiant Commun.,526775,
Valiant Laborato,543998,VALIANTLAB
Valiant Organics,540145,VALIANTORG
Vallabh Steels,513397,
Valor Estate,533160,DBREALTY
Valplast Technol,544565,
Valson Industrie,530459,
Vama Industries,512175,
Vamshi Rubber,530369,
Vandan Foods,544436,
Vani Commercials,538918,
Vanta Bioscience,540729,
Vantage Knowledg,539761,
Vapi Enterprise,502589,
Vardhman Acrylic,,VARDHACRLC
Vardhman Concr.,531444,
Vardhman Hold.,500439,VHL
Vardhman Polytex,514175,VARDMNPOLY
Vardhman Special,534392,VSSL
Vardhman Textile,502986,VTL
Variman Global,540570,
Varroc Engineer,541578,VARROC
Varun Beverages,540180,VBL
Varvee Global,514274,VGL
Varyaa Creations,544168,
Vas Infra.,531574,
Vasa Denticity,,DENTALKART
Vascon Engineers,533156,VASCONEQ
Vashishtha Lux.,544508,
Vashu Bhagnani,532011,
Vasudhagama Ent.,539291,
Vasundhara Rasy.,538634,
Vaswani Industri,533576,VASWANI
Vaxfab Enterp.,542803,
Vaxtex Cotfab,,VCL
VCU Data Managem,536672,
Vdeal System,,VDEAL
Vedant Asset,543623,
Vedant Fashions,543463,MANYAVAR
Vedanta,500295,VEDL
Vedavaag Systems,533056,
Veedol Corporat,590005,VEEDOL
Veefin Solutions,543931,
Veejay Lak. Eng.,522267,
Veekayem Fash.,,VEEKAYEM
Veer Energy,503657,
Veer Global Inf.,543241,
Veerhealth Care,511523,
Veerkrupa Jewel,543545,
Vega Jewellers,512026,
Velan Hotels,526755,
Veljan Denison,505232,
Vels Film,,VELS
Venky's (India),523261,VENKEYS
Venlon Enterpris,524038,
Venmax Drugs,531015,
Ventive Hospital,544321,VENTIVE
Ventura Textiles,516098,
Venus Pipes,543528,VENUSPIPES
Venus Remedies,526953,VENUSREM
Veranda Learning,543514,VERANDA
Veritaas Adver.,,VERITAAS
Veritas (India),512229,
Vertex Secur.,531950,
Vertexplus Tech.,,VERTEXPLUS
Vertis Infra.,,VERTIS
Vertoz,,VERTOZ
Vesuvius India,520113,VESUVIUS
Veto Switchgears,539331,VETO
Viaz Tyres,,VIAZ
Vibhor Steel,544124,VSTL
Vibrant Glo. Cap,538732,
Viceroy Hotels,523796,VHLTD
Victoria Mills,503349,
Vidhi Specialty,531717,VIDHIING
Vidya Wires,544633,VIDYAWIRES
Vigor Plast,,VIGOR
Vijay Solvex,531069,
Vijay Textiles,530151,
Vijaya Diagnost.,543350,VIJAYA
Vijaypd Ceutical,,VIJAYPD
Viji Finance,537820,VIJIFIN
Vikalp Securitie,531334,
Vikas Ecotech,530961,VIKASECO
Vikas Lifecare,542655,VIKASLIFE
Vikas Proppant,531518,VIKASPROP
Vikas Wsp,519307,VIKASWSP
Vikram Aroma,544371,
Vikram Kamats,539659,
Vikram Solar,544488,VIKRAMSOLR
Vikram Thermo,530477,
Vikran Engg.,544496,VIKRAN
Vilas Transcore,,VILAS
Vilin Bio Med,,VILINBIO
Vimta Labs,524394,VIMTALABS
Vinati Organics,524200,VINATIORGA
Vinayak Polycon,534639,
Vindhya Telelink,517015,VINDHYATEL
Vineet Laborator,543298,VINEETLAB
Vinny Overseas,543670,VINNY
Vinsys IT Serv.,,VINSYS
Vintage Coffee,538920,VINCOFE
Vintage Secur.,531051,
Vintron Info.,517393,
Vinyas Innovativ,,VINYAS
Vinyl Chemicals,524129,VINYLINDIA
Vinyoflex,530401,
VIP Clothing,532613,VIPCLOTHNG
Vippy Spinpro,514302,
Vipul Ltd,511726,VIPULLTD
Vipul Organics,530627,
Viram Suvarn,540252,
Virat Crane Inds,519457,
Virat Industries,530521,
VIRAT LEASING,539167,
Virgo Global,532354,
Virinchi,532372,VIRINCHI
Virtual Galaxy,,VGINFOTECH
Virtual Global,534741,
Virtuoso Optoel.,543597,
Visa Steel,532721,VISASTEEL
Visagar Finan.,531025,
Visagar Polytex,506146,VIVIDHA
Visaka Industrie,509055,VISAKAIND
Visaman Global,,VISAMAN
Vishal Bearings,539398,
Vishal Fabrics,538598,VISHAL
Vishal Mega Mart,544307,VMM
Vishnu Chemicals,516072,VISHNU
Vishnu Prakash R,543974,VPRPL
Vishnusurya Pro.,,VISHNUINFR
Vishvprabha Ven.,512064,
Vishwaraj Sugar,542852,VISHWARAJ
Vishwas Agri,,VISHWAS
Vision Cinemas,526441,
Vision Corpn.,531668,
Vision Infra,,VIESL
Vista Pharma.,524711,
Vistar Amar,538565,
Vital Chemtech,,VITAL
Vivaa Tradecom,544002,
Vivanta Indust.,541735,
Vivanza Biosci.,530057,
Viviana Power,,VIVIANA
Vivid Global,524576,
Vivid Mercantile,542046,
Vivo Bio Tech,511509,
Vivo Collaborat.,,VIVO
VJTF Eduservices,509026,
VK Global,530177,
VL E-Governance,543958,VLEGOV
VLS Finance,511333,VLSFINANCE
VMS Industries,533427,
VMS TMT,544521,VMSTMT
Vodafone Idea,532822,IDEA
Voith Paper,522122,
Voler Car,,VOLERCAR
Volt.Transform.,532757,VOLTAMP
Voltaire Leasing,509038,
Voltas,500575,VOLTAS
Vraj Iron,544204,VRAJ
VRL Logistics,539118,VRLLOG
Vruddhi Engineer,544157,
Vrundavan Planta,544011,
VSF Projects,519331,
VST Industries,509966,VSTIND
VST Till. Tract.,531266,VSTTILLERS
VTM,532893,
VVIP Infratech,544219,
VXL Instruments,517399,
W H Brady,501391,
W I Plywoods,,WIPL
W S Inds.,504220,WSI
Waa Solar,541445,
Waaree Energies,544277,WAAREEENER
Waaree Renewab.,534618,WAAREERTL
Waaree Tech.,539337,
Wagend Infra,503675,
Wakefit Innovati,544642,WAKEFIT
Walchan. Inds.,507410,WALCHANNAG
Walchand People,501370,
Wallfort Fin.,532053,
Walpar Nutrition,,WALPAR
Wanbury,524212,WANBURY
Wardwizard Foods,539132,
Wardwizard Healt,512063,
Wardwizard Inno.,538970,
Warren Tea,508494,
Waterbase,523660,WATERBASE
We Win Ltd,543535,WEWIN
Wealth First Por,544536,WEALTH
Websol Energy,517498,WEBELSOLAR
Weizmann,523011,WEIZMANIND
Welcast Steels,504988,
Welcure Drugs,524661,
Welspun Corp,532144,WELCORP
Welspun Enterp,532553,WELENT
Welspun Investme,533252,WELINV
Welspun Living,514162,WELSPUNLIV
Welspun Special.,500365,
Welterman Intl.,526431,
Wendt India,505412,WENDT
WEP Solutions,532373,
West Coast Paper,500444,WSTCSTPAPR
West Leisure,538382,
Western Carriers,544258,WCIL
Western Overseas,544636,
Westlife Food,505533,WESTLIFE
Wework India,544570,WEWORK
Wheels India,590073,WHEELS
Wherrelz IT,543436,
Whirlpool India,500238,WHIRLPOOL
White Organic,513713,
Williamson Fin.,519214,
Williamson Magor,519224,WILLAMAGOR
Wim Plast,526586,
Windlas Biotech,543329,WINDLAS
Windsor Machines,522029,WINDMACHIN
Winny Immigratio,,WINNY
Winpro Industrie,531337,WINPRO
Winsol Engineers,,WINSOL
Winsome Brew.,526471,
Winsome Textile,514470,
Winsome Yarns,514348,WINSOME
Wipro,507685,WIPRO
Wires & Fabriks,507817,
Wise Travel,,WTICAB
Wockhardt,532300,WOCKPHARMA
WOL 3D India,,WOL3D
Womancart,,WOMANCART
Wonder Electric.,543449,WEL
Wonderla Holiday,538268,WONDERLA
Woodsvilla,526959,
Workmates Core2,544610,
Worldwide Alumi.,526525,
Worth Investment,538451,
Worth Peripheral,544577,WORTHPERI
WPIL,505872,
WSFX Global,511147,
Xchanging Sol.,532616,XCHANGING
Xelpmoc Design,542367,XELPMOC
XPRO India,590013,XPROINDIA
XT Global Infot.,531225,XTGLOBAL
Yaan Enterprises,538521,
Yamini Invest,511012,
Yamuna Syndicate,540980,
Yarn Syndicate,514378,
Yash Chemex,539939,
Yash Highvoltage,544310,
Yash Innoventure,523650,
Yash Mgmt & Sat.,511601,
Yash Optics,,YASHOPTICS
Yash Trad.& Fin.,512345,
Yasho Industries,541167,YASHO
Yashraj Contain.,530063,
Yasons Chemex,,YCCL
Yatharth Hospit.,543950,YATHARTH
Yatra Online,543992,YATRA
Yes Bank,532648,YESBANK
Yogi Infra Proj.,522209,
Yogi Ltd,511702,
York Exports,530675,
Yudiz Solutions,,YUDIZ
Yug Decor,540550,
Yuken India,522108,YUKEN
Yunik Managing,533149,
Yuranus Infrast.,536846,
Yuvraaj Hygiene,531663,
Z F Steering,505163,
Z-Tech (India),,ZTECH
Zaggle Prepaid,543985,ZAGGLE
Zeal Aqua,539963,
Zeal Global Serv,,ZEAL
Zee Entertainmen,505537,ZEEL
Zee Learn,533287,ZEELEARN
Zee Media,532794,ZEEMEDIA
Zelio E-Mobility,544563,
Zen Technologies,533339,ZENTEC
Zenith Drugs,,ZENITHDRUG
Zenith Exports,512553,ZENITHEXPO
Zenith Fibres,514266,
Zenith Health,530665,
Zenith Steel,531845,ZENITHSTL
Zenlabs Ethica,530697,
Zenotech Lab.,532039,
Zensar Tech.,504067,ZENSARTECH
ZF Commercial,533023,ZFCVINDIA
Zim Laboratories,541400,ZIMLAB
Zinema Media,538579,
Zodiac Cloth. Co,521163,ZODIACLOTH
Zodiac Energy,543416,ZODIAC
Zodiac Vent.,503641,
Zodiac-JRD MKJ,512587,
Zota Health Care,,ZOTA
ZR2 Bioenergy,506640,
Zuari Agro Chem.,534742,ZUARI
Zuari Industries,500780,ZUARIIND
Zydus Lifesci.,532321,ZYDUSLIFE
Zydus Wellness,531335,ZYDUSWELL
